Symbol,Weight
AAPL,0.062101371039916614
MSFT,0.05643907221963058
NVDA,0.04993990087738868
GOOGL,0.03849167619115393
GOOG,0.03849156496696205
AMZN,0.038037924892862805
META,0.026138783768837177
AVGO,0.016502817580784618
TSLA,0.015842143168256405
WMT,0.015737892190654062
LLY,0.015380324046876526
JPM,0.01355084885762749
V,0.0132309938532514
MA,0.009950473614666812
XOM,0.009695030303116433
NFLX,0.009163318984675786
COST,0.008992138171415804
PG,0.008147408745417976
UNH,0.008047568078302028
JNJ,0.00786800950624788
ORCL,0.007384867893449833
HD,0.0072910631733320306
KO,0.006582316851239492
ABBV,0.006362505972866928
TMUS,0.006076596727490631
BAC,0.005995940877080697
PM,0.00528672659954673
CVX,0.004963629138698939
CRM,0.00484096106259304
ABT,0.00472845643611795
MCD,0.00472231333410568
IBM,0.004623231907738544
PLTR,0.004562433983854362
CSCO,0.004531900230399251
WFC,0.00447096870184556
LIN,0.004449639089366328
GE,0.004175387020953808
MRK,0.004112875295039928
PEP,0.004071664019164727
T,0.0040179308660535425
VZ,0.0037686801648447446
ACN,0.003679213527308249
MS,0.003671231156952275
AXP,0.003660096530231427
ISRG,0.0035499455839874674
TMO,0.003396509776705742
INTU,0.003376518245510481
GS,0.0033447796763427626
NOW,0.0032853310239813684
UBER,0.0032219579887767416
DIS,0.0032211143125895855
PGR,0.003216287928678091
QCOM,0.0031758670905811305
BX,0.0031579098091635027
RTX,0.00314316683907146
BKNG,0.0031228928391206115
AMGN,0.003097955561466477
ADBE,0.003086563898350989
SPGI,0.0029605499408388706
BSX,0.002909687253533265
TJX,0.0029064800632687448
AMD,0.002900477008790758
CAT,0.0028801707945160433
SCHW,0.002878177575614071
BLK,0.002846624154034049
DHR,0.002844971050572478
NEE,0.0028392797968397046
TXN,0.0027638560612729102
SYK,0.002750072060737652
GILD,0.0027223043308591626
UNP,0.002690434022061737
CMCSA,0.0026763355079960976
PFE,0.0026446049076348094
HON,0.002640985374024798
VRTX,0.002609683902367226
DE,0.002554021280805511
LOW,0.0025377471130353713
BA,0.0025308423965872684
C,0.0024952201363538334
FI,0.0024773540723374695
ADP,0.0024664186657773752
CB,0.00240843593470098
COP,0.0023485174618583533
AMAT,0.0023255169432648878
LMT,0.0022433685523654975
PANW,0.0022422910680066992
MMC,0.0022389590896244645
MDT,0.0022130245243230525
ETN,0.0021642149067421807
AMT,0.002140889023477664
BMY,0.0020980816126294137
SO,0.002091700972365897
MO,0.002052936967810113
WELL,0.0019856339546428458
CME,0.0019807626402270112
DUK,0.001970521706669849
KKR,0.00195349694515362
ELV,0.0019487041319585763
SBUX,0.0019219620044225525
PLD,0.0019175964548914222
WM,0.0019148835001746435
ICE,0.001910538466081344
CI,0.0018913326252902795
CRWD,0.001890223943902053
GEV,0.0018447139208304763
ADI,0.0018323327693250677
MDLZ,0.0018311057426838998
MCK,0.001803174058851837
ANET,0.0017845724909568792
INTC,0.0017607917075295524
AJG,0.0017506347007635163
KLAC,0.001750212693120865
NKE,0.0017430934970954404
SHW,0.0017280109202102158
CTAS,0.0017202342128797685
CVS,0.001710035836139925
UPS,0.001698698767825937
LRCX,0.001686523618444201
HCA,0.0016541470361148526
ORLY,0.0016509288251605886
APH,0.001649016481166429
AON,0.0016474879962735
MU,0.001623974422185192
CL,0.0016083559006802724
EQIX,0.0016016512521382878
MCO,0.0016004688169033142
RSG,0.001568734656011493
TT,0.0015440654354417424
DASH,0.0015355689922964882
GD,0.0015264253803396633
MMM,0.0015185366010719752
TDG,0.0015181813957640788
PH,0.0015101435828612398
FTNT,0.0015019348644928353
ABNB,0.0014777217309294053
WMB,0.0014703944981914322
CDNS,0.0014656340688693277
APO,0.0014606652637365288
MSI,0.0014506425398362942
ITW,0.0014344555202896673
ECL,0.0013901519236468915
ZTS,0.0013847202495448528
NOC,0.001383805023648898
COF,0.0013491610615665667
REGN,0.0013247820242352241
SNPS,0.0013229444513822494
CMG,0.0013212184418192967
CEG,0.001302616195728047
AZO,0.0012736711170867733
NEM,0.0012724617235491955
EOG,0.0012707462260287676
PNC,0.0012652003606260758
USB,0.0012591999341587203
MAR,0.0012572239244876562
PYPL,0.0012424684925387494
TRV,0.0012253551416318877
ROP,0.0012252848635411367
AFL,0.0012235436793361521
KMI,0.001223333438485655
APD,0.0012218674324261196
WDAY,0.0012166334525431774
DELL,0.0012143802301377883
CPRT,0.0012079062531095953
AEP,0.0011952630635118935
MNST,0.0011939811029710796
BDX,0.0011878482586777253
SPG,0.0011758441843106276
EMR,0.0011646478417272144
ADSK,0.0011512204876669727
COR,0.0011477308286468653
BK,0.0011299428419786098
RCL,0.0011222192035080056
OKE,0.0010865769364839586
O,0.0010800955840710906
CSX,0.0010800913453442662
PSA,0.0010770870205455687
PAYX,0.0010682040055139165
ALL,0.00106403742181993
CARR,0.0010634354378363088
DLR,0.0010566185478080104
JCI,0.0010467099304338923
HLT,0.001044620407658467
HWM,0.0010405345293232199
MET,0.001030518841709514
NSC,0.0010301293874888753
FDX,0.0010243720943921752
FCX,0.0010130434187572998
KR,0.00099825424654287
KDP,0.0009962971415934433
GWW,0.000995852499149549
EXC,0.0009897656026549729
AIG,0.0009863986123891677
TFC,0.000984938625321723
SRE,0.000975648692514915
SLB,0.0009740949448101116
CHTR,0.0009738913163734606
FAST,0.0009668704588103653
PCAR,0.0009621629287990311
FICO,0.0009474820984422363
KMB,0.0009474143635875801
D,0.000941880705718143
CCI,0.0009405967953629898
ROST,0.0009384581881309364
GM,0.0009300009108215409
AMP,0.0009273750195537382
KVUE,0.0009208969733477936
NXPI,0.0009168165205828818
DFS,0.0008973990825487364
AXON,0.0008950632897448054
TGT,0.0008872703057033519
FIS,0.0008673915246416236
NDAQ,0.0008652817407519769
MSCI,0.0008648598178838622
CTVA,0.0008573665118289036
EW,0.0008559061856633131
XEL,0.000851086414165665
PSX,0.0008508580315643588
VRSK,0.0008477847002929577
MPC,0.0008471670330200857
PEG,0.0008461310034096316
ED,0.0008446544853075713
YUM,0.000836132101154151
LHX,0.0008356160785505314
HES,0.0008346616020441814
FANG,0.0008310655509807781
TEL,0.0008240516449296751
OXY,0.0008120910598997972
OTIS,0.0008102319543145539
PWR,0.0008035145895920957
DHI,0.0007982027019101185
CMI,0.0007957019378581763
F,0.0007942170270770035
PCG,0.000793261618050752
VST,0.0007929375249977477
EA,0.0007868208726408634
BKR,0.0007862719575170854
URI,0.0007771746324571843
TRGP,0.000769620203961416
TTWO,0.0007670039769907734
AME,0.000762448447723367
GRMN,0.0007622267623104436
KHC,0.0007459307227098897
ETR,0.0007424952346185999
SYY,0.0007421014568966001
GLW,0.0007403375531158359
PRU,0.0007350947566810987
CBRE,0.0007335004867478527
VLO,0.000731931310077408
ACGL,0.0007227939714362833
VICI,0.000721067877098794
WEC,0.0007207114849473867
CTSH,0.0007138275382607241
IDXX,0.0007071146665886998
CSGP,0.0007059296457303632
HSY,0.0007019801696243297
HIG,0.0007013727600703731
STZ,0.0006995838901886124
BRO,0.0006974027685265088
CAH,0.0006684113606010429
WTW,0.0006678262467501834
ODFL,0.0006677070537518773
GIS,0.0006580316087403772
VMC,0.0006577382040695826
LULU,0.0006534408980403274
RMD,0.0006507374804589039
EXR,0.00065043246167661
HUM,0.0006467749490742507
EBAY,0.0006466811460496236
IT,0.0006384492842327573
EFX,0.0006299918797615571
TPL,0.0006233903170559453
VTR,0.0006186387890601724
CNC,0.0006183759032225144
MLM,0.0006158312683479382
LYV,0.0006146571834048088
AVB,0.000608295702186539
WAB,0.0006077351729512618
A,0.0006066561626508069
IR,0.0006027508116910168
AWK,0.0006024319746592749
EQT,0.0006005768958645149
K,0.0005901690412450026
LEN,0.0005854181066709851
GEHC,0.0005841913767406949
DTE,0.0005832584329666135
EQR,0.0005741646684372452
RJF,0.0005715600555781017
BR,0.0005691538999088833
XYL,0.000562585060174357
ROL,0.0005588026746797468
WRB,0.000556215440600584
AEE,0.0005543908382516925
PPL,0.0005538714670538816
TSCO,0.0005532201019027546
ANSS,0.0005501504159364226
ROK,0.0005486040860035621
DAL,0.0005451607986549151
MTB,0.0005450204544097546
DXCM,0.0005382946970081838
DD,0.000535634217729493
CHD,0.0005289824261110104
ATO,0.0005259899697474215
IQV,0.0005240580852226009
NUE,0.0005230480390075813
SBAC,0.0005174193912700062
FE,0.0005101591728031291
IP,0.0005078126560203319
MPWR,0.0005070489222210862
IRM,0.0005068919621667735
CCL,0.0005041846025694033
CNP,0.000503361357045541
TYL,0.0005030430286610181
STT,0.0005009188754874363
GDDY,0.0004979133638452279
LVS,0.0004963729681299217
EXE,0.0004961137275973329
DRI,0.0004908337575283445
VRSN,0.000483298148979677
KEYS,0.00048324168913837416
ADM,0.0004823781333224106
FITB,0.00047853271795991954
PPG,0.00047812995413705175
HPQ,0.0004717768655978945
FTV,0.00046419886978098164
DOV,0.00046398040580044486
CBOE,0.0004639356448451777
EIX,0.0004607563877904314
VLTO,0.0004578420511622188
CMS,0.0004562586747569119
STE,0.00045300006873601016
UAL,0.0004526924643303533
TSN,0.00045257407669014384
SW,0.0004487686325216082
MCHP,0.00044847569411076425
CPAY,0.0004474839591956266
TDY,0.00044698832486803313
ES,0.0004410326593559448
DG,0.0004406096768061239
NVR,0.0004404009195100153
ERIE,0.0004386315477716475
FOX,0.0004356607089148638
FOXA,0.0004356599459440354
MTD,0.000432707291225329
INVH,0.0004319168534470888
CINF,0.00043081266510929607
DOW,0.00042360682950757784
MKC,0.0004202159328224822
HBAN,0.00042000988831154135
DVN,0.00041879956225406213
PHM,0.0004178581410263318
EL,0.00041647262838919434
NRG,0.0004164694069568077
CDW,0.00041461157298961176
HPE,0.00041188374034167895
LII,0.0004105769832489415
WAT,0.0004072293639647244
WBD,0.00040390721942872287
EXPE,0.00040376594266366094
DGX,0.0004005737151048315
ZBH,0.00039898728681621087
CTRA,0.00039662576494045484
TROW,0.00039640407952753136
IFF,0.00039506383649288003
ESS,0.00039462309367766435
MAA,0.0003931295358937694
LYB,0.0003884756257767656
SYF,0.00038241844275722946
LH,0.0003814028014228014
NI,0.0003800574719159606
WY,0.00037947672395373036
HUBB,0.0003775698479171745
SMCI,0.0003756209237105192
LDOS,0.00037485223060088887
L,0.00037313240957909994
HAL,0.00036929509018484376
RF,0.000368036993676052
DLTR,0.0003657396461244195
STLD,0.000364191239215415
MOH,0.00036359128982066955
GPN,0.00036329466371748826
WSM,0.0003628091599470054
CLX,0.0003621271064136687
BIIB,0.00036017843653062285
NTRS,0.00035979517085114795
PTC,0.00035813503110304856
ULTA,0.00035510408709989286
PODD,0.0003546740682635433
NTAP,0.00035217408837606365
HRL,0.00034952583782426157
PKG,0.00034697115716711126
DPZ,0.000345082528849535
PFG,0.0003392059791736267
DECK,0.00033429208674683967
FDS,0.0003329729313781404
COO,0.0003302102352020758
STX,0.00033020345323915654
GPC,0.00033019421281467904
KEY,0.000326119079651932
SNA,0.00032611799877659177
EVRG,0.0003254317277100646
CFG,0.0003244709778880143
LNT,0.0003244645774105093
UDR,0.0003240241313061713
NWSA,0.0003229185441885265
NWS,0.00032291850180125826
WST,0.00032188514258870365
EG,0.0003153693293267523
ON,0.000309659637132292
GEN,0.00030919392821607977
EXPD,0.0003053860255859859
FFIV,0.00030399777897004664
BAX,0.00030382822989706505
FSLR,0.0003004142745380439
J,0.00030027041214961906
OMC,0.0002969749080117097
JBL,0.00029602060105443276
TRMB,0.00029510465457491784
PNR,0.0002944551756572277
LUV,0.00029398656321314066
KIM,0.00028759916218033875
AMCR,0.0002859785273662441
AVY,0.00028573378327939516
BALL,0.00028269228484644637
TPR,0.00027815432510172784
BBY,0.0002772688338744473
REG,0.0002733501945060623
BLDR,0.00027331431368349257
ARE,0.0002730365287210463
DOC,0.0002719695775984072
HOLX,0.000271850193857394
MAS,0.00026909669571853863
RL,0.0002679247513324557
JBHT,0.0002660179600704363
WDC,0.0002640549632907235
ALGN,0.0002634524918535175
JKHY,0.0002605321362332141
CF,0.00026026191739814966
IEX,0.00026017125103137273
SJM,0.0002593006801225146
CPT,0.0002548140301660071
CAG,0.0002517402962155577
TKO,0.00025003035142727
APTV,0.0002482684610417475
PAYC,0.00024766978326504945
TAP,0.00024758159655346486
TXT,0.0002460260897770293
ZBRA,0.0002404930677166158
JNPR,0.00023958767566689402
POOL,0.0002394097763020681
TER,0.00023730628692175592
PNW,0.0002344259660763103
CPB,0.00023377436779520785
BXP,0.0002333896821422467
SOLV,0.00023252595677721017
INCY,0.000229826905084416
RVTY,0.00022959436853082173
LKQ,0.0002261437057975001
ALLE,0.00022586064362015732
DVA,0.00022347693200947482
AKAM,0.00022278756667236572
BG,0.00022206740698487636
CHRW,0.00022090913249280252
UHS,0.00021767343679038743
NDSN,0.00021562568666781798
GL,0.00020963865457722803
MRNA,0.00020596893444161418
KMX,0.00020556364857628577
HST,0.0002009744214306244
AIZ,0.00019891760043265044
WBA,0.00019669245959247396
BEN,0.00019627776375359508
AOS,0.0001899999761964758
VTRS,0.00018998677256241737
EMN,0.00018947653582091335
SWK,0.00018672602598446926
IPG,0.00018433309514294337
SWKS,0.0001837189036260675
MOS,0.00018291986123237345
MGM,0.0001789555071951858
HII,0.00017639472277140812
DAY,0.00017550312777750023
MKTX,0.00017350931545377304
EPAM,0.0001727385877552669
WYNN,0.00016912838994108666
FRT,0.00016730061914389376
HSIC,0.00016364889240365007
PARA,0.0001619986712763201
TECH,0.00016058646525700515
MTCH,0.0001539900737981193
LW,0.00015324728990620393
NCLH,0.00015239678936885997
HAS,0.00015109911374834408
AES,0.00014704824729666757
ENPH,0.00014507018184309353
GNRC,0.00013654746918834426
MHK,0.00013477051012896054
ALB,0.00013336560531660083
IVZ,0.00012497049953290432
APA,0.00011871727539773326
CZR,0.0001173793636628354
CRL,0.00010865829978633176
